vehicle_id,timestamp,temperature,vibration,fuel_consumption,mileage,engine_hours,battery_health,fuel_type
vehicle_2,2025-08-02T11:15:41.688796,111.43,2.65,8.09,89158,59.0,65.25,diesel
vehicle_2,2025-08-02T08:51:41.688796,118.8,2.74,7.84,89163,59.2,65.2,diesel
vehicle_2,2025-08-02T06:27:41.688796,115.31,2.74,7.94,89168,59.4,65.15,diesel
vehicle_2,2025-08-02T04:03:41.688796,116.93,2.44,8.13,89173,59.6,65.1,diesel
vehicle_2,2025-08-02T01:39:41.688796,120,2.67,8.05,89178,59.8,65.05,diesel
vehicle_3,2025-07-04T23:15:41.688796,44.88,0.43,15.26,64036,0.0,95.0,électrique
vehicle_3,2025-07-04T20:51:41.688796,43.8,0.33,15.28,64041,0.2,94.95,électrique
vehicle_3,2025-07-04T18:27:41.688796,43.5,0.67,14.9,64046,0.4,94.9,électrique
vehicle_3,2025-07-04T16:03:41.688796,41.44,0.53,15.39,64051,0.6,94.85,électrique
vehicle_3,2025-07-04T13:39:41.688796,40.83,0.39,14.54,64056,0.8,94.8,électrique
vehicle_3,2025-07-04T11:15:41.688796,37.18,0.56,15.06,64061,1.0,94.75,électrique
vehicle_3,2025-07-04T08:51:41.688796,42.08,0.33,15.3,64066,1.2,94.7,électrique
vehicle_3,2025-07-04T06:27:41.688796,43.01,0.68,15.4,64071,1.4,94.65,électrique
vehicle_3,2025-07-04T04:03:41.688796,39.22,0.34,14.51,64076,1.6,94.6,électrique
vehicle_3,2025-07-04T01:39:41.688796,38.39,0.59,15.23,64081,1.8,94.55,électrique
vehicle_3,2025-07-05T23:15:41.688796,42.82,0.61,14.74,64086,2.0,94.5,électrique
vehicle_3,2025-07-05T20:51:41.688796,42.15,0.52,15.44,64091,2.2,94.45,électrique
vehicle_3,2025-07-05T18:27:41.688796,41.06,0.68,14.75,64096,2.4,94.4,électrique
vehicle_3,2025-07-05T16:03:41.688796,38.73,0.31,15.2,64101,2.6,94.35,électrique
vehicle_3,2025-07-05T13:39:41.688796,39.87,0.59,15.09,64106,2.8,94.3,électrique
vehicle_3,2025-07-05T11:15:41.688796,39.72,0.37,15.18,64111,3.0,94.25,électrique
vehicle_3,2025-07-05T08:51:41.688796,44.4,0.64,15.35,64116,3.2,94.2,électrique
vehicle_3,2025-07-05T06:27:41.688796,39.41,0.41,15.57,64121,3.4,94.15,électrique
vehicle_3,2025-07-05T04:03:41.688796,39.94,0.48,15.04,64126,3.6,94.1,électrique
vehicle_3,2025-07-05T01:39:41.688796,43.7,0.59,15.44,64131,3.8,94.05,électrique
vehicle_3,2025-07-06T23:15:41.688796,40.07,0.65,15.07,64136,4.0,94.0,électrique
vehicle_3,2025-07-06T20:51:41.688796,45.44,0.42,14.83,64141,4.2,93.95,électrique
vehicle_3,2025-07-06T18:27:41.688796,38.48,0.52,15.66,64146,4.4,93.9,électrique
vehicle_3,2025-07-06T16:03:41.688796,43.06,0.53,15.04,64151,4.6,93.85,électrique
vehicle_3,2025-07-06T13:39:41.688796,43.57,0.38,15.26,64156,4.8,93.8,électrique
vehicle_3,2025-07-06T11:15:41.688796,45.46,0.44,15.37,64161,5.0,93.75,électrique
vehicle_3,2025-07-06T08:51:41.688796,41.87,0.43,15.37,64166,5.2,93.7,électrique
vehicle_3,2025-07-06T06:27:41.688796,42.54,0.34,15.14,64171,5.4,93.65,électrique
vehicle_3,2025-07-06T04:03:41.688796,36.2,0.56,15.22,64176,5.6,93.6,électrique
vehicle_3,2025-07-06T01:39:41.688796,38.47,0.66,15.66,64181,5.8,93.55,électrique
vehicle_3,2025-07-07T23:15:41.688796,36.33,0.54,15.55,64186,6.0,93.5,électrique
vehicle_3,2025-07-07T20:51:41.688796,44.58,0.52,15.14,64191,6.2,93.45,électrique
vehicle_3,2025-07-07T18:27:41.688796,36.42,0.48,15.44,64196,6.4,93.4,électrique
vehicle_3,2025-07-07T16:03:41.688796,36.3,0.55,15.6,64201,6.6,93.35,électrique
vehicle_3,2025-07-07T13:39:41.688796,44.61,0.41,15.63,64206,6.8,93.3,électrique
vehicle_3,2025-07-07T11:15:41.688796,39.6,0.7,15.09,64211,7.0,93.25,électrique
vehicle_3,2025-07-07T08:51:41.688796,45.65,0.33,15.65,64216,7.2,93.2,électrique
vehicle_3,2025-07-07T06:27:41.688796,39.53,0.56,15.84,64221,7.4,93.15,électrique
vehicle_3,2025-07-07T04:03:41.688796,37.97,0.37,15.03,64226,7.6,93.1,électrique
vehicle_3,2025-07-07T01:39:41.688796,39.82,0.59,15.0,64231,7.8,93.05,électrique
vehicle_3,2025-07-08T23:15:41.688796,38.83,0.38,15.36,64236,8.0,93.0,électrique
vehicle_3,2025-07-08T20:51:41.688796,38.72,0.44,15.15,64241,8.2,92.95,électrique
vehicle_3,2025-07-08T18:27:41.688796,45.81,0.63,15.53,64246,8.4,92.9,électrique
vehicle_3,2025-07-08T16:03:41.688796,39.66,0.34,15.93,64251,8.6,92.85,électrique
vehicle_3,2025-07-08T13:39:41.688796,40.48,0.63,15.23,64256,8.8,92.8,électrique
vehicle_3,2025-07-08T11:15:41.688796,43.87,0.38,15.74,64261,9.0,92.75,électrique
vehicle_3,2025-07-08T08:51:41.688796,38.86,0.66,16.04,64266,9.2,92.7,électrique
vehicle_3,2025-07-08T06:27:41.688796,37.11,0.64,15.34,64271,9.4,92.65,électrique
vehicle_3,2025-07-08T04:03:41.688796,41.84,0.37,15.93,64276,9.6,92.6,électrique
vehicle_3,2025-07-08T01:39:41.688796,41.65,0.56,15.59,64281,9.8,92.55,électrique
vehicle_3,2025-07-09T23:15:41.688796,44.58,0.34,15.6,64286,10.0,92.5,électrique
vehicle_3,2025-07-09T20:51:41.688796,38.41,0.61,16.1,64291,10.2,92.45,électrique
vehicle_3,2025-07-09T18:27:41.688796,41.6,0.69,15.31,64296,10.4,92.4,électrique
vehicle_3,2025-07-09T16:03:41.688796,43.55,0.36,16.24,64301,10.6,92.35,électrique
vehicle_3,2025-07-09T13:39:41.688796,45.97,0.48,15.61,64306,10.8,92.3,électrique
vehicle_3,2025-07-09T11:15:41.688796,37.48,0.4,15.28,64311,11.0,92.25,électrique
vehicle_3,2025-07-09T08:51:41.688796,42.39,0.67,15.69,64316,11.2,92.2,électrique
vehicle_3,2025-07-09T06:27:41.688796,39.45,0.67,15.55,64321,11.4,92.15,électrique
vehicle_3,2025-07-09T04:03:41.688796,42.32,0.71,16.17,64326,11.6,92.1,électrique
vehicle_3,2025-07-09T01:39:41.688796,38.6,0.41,15.47,64331,11.8,92.05,électrique
vehicle_3,2025-07-10T23:15:41.688796,42.12,0.47,16.22,64336,12.0,92.0,électrique
vehicle_3,2025-07-10T20:51:41.688796,40.09,0.43,16.23,64341,12.2,91.95,électrique
vehicle_3,2025-07-10T18:27:41.688796,39.71,0.46,15.43,64346,12.4,91.9,électrique
vehicle_3,2025-07-10T16:03:41.688796,43.6,0.52,15.57,64351,12.6,91.85,électrique
vehicle_3,2025-07-10T13:39:41.688796,39.83,0.63,15.86,64356,12.8,91.8,électrique
vehicle_3,2025-07-10T11:15:41.688796,47.11,0.53,16.25,64361,13.0,91.75,électrique
vehicle_3,2025-07-10T08:51:41.688796,44.97,0.63,15.92,64366,13.2,91.7,électrique
vehicle_3,2025-07-10T06:27:41.688796,43.78,0.66,15.69,64371,13.4,91.65,électrique
vehicle_3,2025-07-10T04:03:41.688796,39.7,0.59,15.65,64376,13.6,91.6,électrique
vehicle_3,2025-07-10T01:39:41.688796,44.06,0.53,15.97,64381,13.8,91.55,électrique
vehicle_3,2025-07-11T23:15:41.688796,45.78,0.72,16.44,64386,14.0,91.5,électrique
vehicle_3,2025-07-11T20:51:41.688796,47.01,0.46,15.68,64391,14.2,91.45,électrique
vehicle_3,2025-07-11T18:27:41.688796,38.57,0.62,15.97,64396,14.4,91.4,électrique
vehicle_3,2025-07-11T16:03:41.688796,40.0,0.73,15.79,64401,14.6,91.35,électrique
vehicle_3,2025-07-11T13:39:41.688796,42.49,0.5,16.06,64406,14.8,91.3,électrique
vehicle_3,2025-07-11T11:15:41.688796,42.38,0.68,15.86,64411,15.0,91.25,électrique
vehicle_3,2025-07-11T08:51:41.688796,41.41,0.39,16.21,64416,15.2,91.2,électrique
vehicle_3,2025-07-11T06:27:41.688796,42.09,0.55,16.13,64421,15.4,91.15,électrique
vehicle_3,2025-07-11T04:03:41.688796,40.71,0.39,16.05,64426,15.6,91.1,électrique
vehicle_3,2025-07-11T01:39:41.688796,44.34,0.65,15.62,64431,15.8,91.05,électrique
vehicle_3,2025-07-12T23:15:41.688796,45.59,0.54,15.74,64436,16.0,91.0,électrique
vehicle_3,2025-07-12T20:51:41.688796,40.63,0.61,16.29,64441,16.2,90.95,électrique
vehicle_3,2025-07-12T18:27:41.688796,44.97,0.49,16.12,64446,16.4,90.9,électrique
vehicle_3,2025-07-12T16:03:41.688796,40.69,0.68,16.22,64451,16.6,90.85,électrique
vehicle_3,2025-07-12T13:39:41.688796,38.63,0.58,15.82,64456,16.8,90.8,électrique
vehicle_3,2025-07-12T11:15:41.689795,39.25,0.6,16.18,64461,17.0,90.75,électrique
vehicle_3,2025-07-12T08:51:41.689795,46.68,0.73,16.03,64466,17.2,90.7,électrique
vehicle_3,2025-07-12T06:27:41.689795,40.29,0.54,16.25,64471,17.4,90.65,électrique
vehicle_3,2025-07-12T04:03:41.689795,44.01,0.52,16.01,64476,17.6,90.6,électrique
vehicle_3,2025-07-12T01:39:41.689795,45.75,0.73,16.38,64481,17.8,90.55,électrique
vehicle_3,2025-07-13T23:15:41.689795,38.94,0.5,16.01,64486,18.0,90.5,électrique
vehicle_3,2025-07-13T20:51:41.689795,44.18,0.72,15.98,64491,18.2,90.45,électrique
vehicle_3,2025-07-13T18:27:41.689795,44.53,0.5,16.33,64496,18.4,90.4,électrique
vehicle_3,2025-07-13T16:03:41.689795,47.2,0.62,16.75,64501,18.6,90.35,électrique
vehicle_3,2025-07-13T13:39:41.689795,45.8,0.67,16.75,64506,18.8,90.3,électrique
vehicle_3,2025-07-13T11:15:41.689795,38.8,0.59,16.5,64511,19.0,90.25,électrique
vehicle_3,2025-07-13T08:51:41.689795,41.86,0.71,16.03,64516,19.2,90.2,électrique
vehicle_3,2025-07-13T06:27:41.689795,40.75,0.72,16.46,64521,19.4,90.15,électrique
vehicle_3,2025-07-13T04:03:41.689795,43.81,0.67,16.23,64526,19.6,90.1,électrique
vehicle_3,2025-07-13T01:39:41.689795,43.35,0.62,16.59,64531,19.8,90.05,électrique
vehicle_3,2025-07-14T23:15:41.689795,46.56,0.54,16.01,64536,20.0,90.0,électrique
vehicle_3,2025-07-14T20:51:41.689795,46.76,0.73,16.26,64541,20.2,89.95,électrique
vehicle_3,2025-07-14T18:27:41.689795,40.0,0.37,16.0,64546,20.4,89.9,électrique
vehicle_3,2025-07-14T16:03:41.689795,45.0,0.61,16.48,64551,20.6,89.85,électrique
vehicle_3,2025-07-14T13:39:41.689795,40.63,0.36,16.45,64556,20.8,89.8,électrique
vehicle_3,2025-07-14T11:15:41.689795,40.27,0.65,16.77,64561,21.0,89.75,électrique
vehicle_3,2025-07-14T08:51:41.689795,46.77,0.53,16.55,64566,21.2,89.7,électrique
vehicle_3,2025-07-14T06:27:41.689795,40.69,0.52,16.43,64571,21.4,89.65,électrique
vehicle_3,2025-07-14T04:03:41.689795,42.08,0.6,16.54,64576,21.6,89.6,électrique
vehicle_3,2025-07-14T01:39:41.689795,42.27,0.61,16.01,64581,21.8,89.55,électrique
vehicle_3,2025-07-15T23:15:41.689795,48.6,0.59,16.42,64586,22.0,89.5,électrique
vehicle_3,2025-07-15T20:51:41.689795,44.76,0.46,16.98,64591,22.2,89.45,électrique
vehicle_3,2025-07-15T18:27:41.689795,49.34,0.67,16.52,64596,22.4,89.4,électrique
vehicle_3,2025-07-15T16:03:41.689795,48.13,0.36,16.84,64601,22.6,89.35,électrique
vehicle_3,2025-07-15T13:39:41.689795,42.56,0.71,16.28,64606,22.8,89.3,électrique
vehicle_3,2025-07-15T11:15:41.689795,48.4,0.7,16.92,64611,23.0,89.25,électrique
vehicle_3,2025-07-15T08:51:41.689795,47.01,0.44,16.24,64616,23.2,89.2,électrique
vehicle_3,2025-07-15T06:27:41.689795,44.03,0.39,17.14,64621,23.4,89.15,électrique
vehicle_3,2025-07-15T04:03:41.689795,44.31,0.68,17.05,64626,23.6,89.1,électrique
vehicle_3,2025-07-15T01:39:41.689795,41.57,0.57,17.09,64631,23.8,89.05,électrique
vehicle_3,2025-07-16T23:15:41.689795,47.83,0.55,17.27,64636,24.0,89.0,électrique
vehicle_3,2025-07-16T20:51:41.689795,49.05,0.49,16.72,64641,24.2,88.95,électrique
vehicle_3,2025-07-16T18:27:41.689795,46.13,0.61,17.11,64646,24.4,88.9,électrique
vehicle_3,2025-07-16T16:03:41.689795,44.45,0.46,16.76,64651,24.6,88.85,électrique
vehicle_3,2025-07-16T13:39:41.689795,40.54,0.73,16.52,64656,24.8,88.8,électrique
vehicle_3,2025-07-16T11:15:41.689795,42.57,0.42,17.16,64661,25.0,88.75,électrique
vehicle_3,2025-07-16T08:51:41.689795,43.68,0.72,17.19,64666,25.2,88.7,électrique
vehicle_3,2025-07-16T06:27:41.689795,41.54,0.53,16.48,64671,25.4,88.65,électrique
vehicle_3,2025-07-16T04:03:41.689795,41.46,0.64,16.83,64676,25.6,88.6,électrique
vehicle_3,2025-07-16T01:39:41.689795,44.48,0.53,17.27,64681,25.8,88.55,électrique
vehicle_3,2025-07-17T23:15:41.689795,49.18,0.61,17.27,64686,26.0,88.5,électrique
vehicle_3,2025-07-17T20:51:41.689795,48.52,0.68,17.23,64691,26.2,88.45,électrique
vehicle_3,2025-07-17T18:27:41.689795,41.13,0.43,16.8,64696,26.4,88.4,électrique
vehicle_3,2025-07-17T16:03:41.689795,43.44,0.65,16.55,64701,26.6,88.35,électrique
vehicle_3,2025-07-17T13:39:41.689795,46.77,0.48,16.74,64706,26.8,88.3,électrique
vehicle_3,2025-07-17T11:15:41.689795,43.0,0.71,16.7,64711,27.0,88.25,électrique
vehicle_3,2025-07-17T08:51:41.689795,47.05,0.37,17.2,64716,27.2,88.2,électrique
vehicle_3,2025-07-17T06:27:41.689795,43.0,0.44,16.48,64721,27.4,88.15,électrique
vehicle_3,2025-07-17T04:03:41.689795,42.21,0.61,16.52,64726,27.6,88.1,électrique
vehicle_3,2025-07-17T01:39:41.689795,42.37,0.66,17.26,64731,27.8,88.05,électrique
vehicle_3,2025-07-18T23:15:41.689795,47.75,0.66,16.77,64736,28.0,88.0,électrique
vehicle_3,2025-07-18T20:51:41.689795,48.93,0.73,17.51,64741,28.2,87.95,électrique
vehicle_3,2025-07-18T18:27:41.689795,42.34,0.71,17.34,64746,28.4,87.9,électrique
vehicle_3,2025-07-18T16:03:41.689795,46.72,0.54,17.08,64751,28.6,87.85,électrique
vehicle_3,2025-07-18T13:39:41.689795,47.54,0.62,16.67,64756,28.8,87.8,électrique
vehicle_3,2025-07-18T11:15:41.689795,45.16,0.44,17.08,64761,29.0,87.75,électrique
vehicle_3,2025-07-18T08:51:41.689795,41.32,0.52,16.79,64766,29.2,87.7,électrique
vehicle_3,2025-07-18T06:27:41.689795,49.05,0.61,16.85,64771,29.4,87.65,électrique
vehicle_3,2025-07-18T04:03:41.689795,41.47,0.61,16.93,64776,29.6,87.6,électrique
vehicle_3,2025-07-18T01:39:41.689795,43.5,0.52,17.45,64781,29.8,87.55,électrique
vehicle_3,2025-07-19T23:15:41.689795,44.98,0.38,17.03,64786,30.0,87.5,électrique
vehicle_3,2025-07-19T20:51:41.689795,44.26,0.7,17.65,64791,30.2,87.45,électrique
vehicle_3,2025-07-19T18:27:41.689795,47.5,0.73,17.43,64796,30.4,87.4,électrique
vehicle_3,2025-07-19T16:03:41.689795,45.66,0.69,17.74,64801,30.6,87.35,électrique
vehicle_3,2025-07-19T13:39:41.689795,43.56,0.54,16.88,64806,30.8,87.3,électrique
vehicle_3,2025-07-19T11:15:41.689795,45.32,0.6,17.42,64811,31.0,87.25,électrique
vehicle_3,2025-07-19T08:51:41.689795,42.93,0.52,17.05,64816,31.2,87.2,électrique
vehicle_3,2025-07-19T06:27:41.689795,50.54,0.58,17.34,64821,31.4,87.15,électrique
vehicle_3,2025-07-19T04:03:41.689795,46.49,0.67,16.82,64826,31.6,87.1,électrique
vehicle_3,2025-07-19T01:39:41.689795,50.1,0.4,17.69,64831,31.8,87.05,électrique
vehicle_3,2025-07-20T23:15:41.689795,43.15,0.52,17.72,64836,32.0,87.0,électrique
vehicle_3,2025-07-20T20:51:41.689795,44.28,0.75,17.17,64841,32.2,86.95,électrique
vehicle_3,2025-07-20T18:27:41.689795,47.44,0.76,17.39,64846,32.4,86.9,électrique
vehicle_3,2025-07-20T16:03:41.689795,44.63,0.41,17.72,64851,32.6,86.85,électrique
vehicle_3,2025-07-20T13:39:41.689795,48.92,0.42,17.47,64856,32.8,86.8,électrique
vehicle_3,2025-07-20T11:15:41.689795,42.58,0.72,16.96,64861,33.0,86.75,électrique
vehicle_3,2025-07-20T08:51:41.689795,42.89,0.49,17.33,64866,33.2,86.7,électrique
vehicle_3,2025-07-20T06:27:41.689795,48.23,0.74,16.95,64871,33.4,86.65,électrique
vehicle_3,2025-07-20T04:03:41.689795,51.03,0.5,17.57,64876,33.6,86.6,électrique
vehicle_3,2025-07-20T01:39:41.689795,50.1,0.65,17.01,64881,33.8,86.55,électrique
vehicle_3,2025-07-21T23:15:41.689795,49.17,0.69,18.04,64886,34.0,86.5,électrique
vehicle_3,2025-07-21T20:51:41.689795,46.06,0.45,17.5,64891,34.2,86.45,électrique
vehicle_3,2025-07-21T18:27:41.689795,49.75,0.71,17.31,64896,34.4,86.4,électrique
vehicle_3,2025-07-21T16:03:41.689795,43.35,0.65,18.05,64901,34.6,86.35,électrique
vehicle_3,2025-07-21T13:39:41.689795,51.68,0.59,17.27,64906,34.8,86.3,électrique
vehicle_3,2025-07-21T11:15:41.689795,42.04,0.66,17.22,64911,35.0,86.25,électrique
vehicle_3,2025-07-21T08:51:41.689795,44.1,0.47,17.81,64916,35.2,86.2,électrique
vehicle_3,2025-07-21T06:27:41.689795,48.17,0.4,17.73,64921,35.4,86.15,électrique
vehicle_3,2025-07-21T04:03:41.689795,44.98,0.47,17.29,64926,35.6,86.1,électrique
vehicle_3,2025-07-21T01:39:41.689795,51.44,0.5,17.05,64931,35.8,86.05,électrique
vehicle_3,2025-07-22T23:15:41.689795,44.0,0.5,17.68,64936,36.0,86.0,électrique
vehicle_3,2025-07-22T20:51:41.689795,48.03,0.5,17.78,64941,36.2,85.95,électrique
vehicle_3,2025-07-22T18:27:41.689795,44.14,0.56,17.3,64946,36.4,85.9,électrique
vehicle_3,2025-07-22T16:03:41.689795,51.04,0.77,17.36,64951,36.6,85.85,électrique
vehicle_3,2025-07-22T13:39:41.689795,48.23,0.6,17.67,64956,36.8,85.8,électrique
vehicle_3,2025-07-22T11:15:41.689795,51.24,0.59,17.91,64961,37.0,85.75,électrique
vehicle_3,2025-07-22T08:51:41.689795,48.99,0.49,18.01,64966,37.2,85.7,électrique
vehicle_3,2025-07-22T06:27:41.689795,43.77,0.75,17.41,64971,37.4,85.65,électrique
vehicle_3,2025-07-22T04:03:41.689795,51.84,0.41,17.96,64976,37.6,85.6,électrique
vehicle_3,2025-07-22T01:39:41.689795,46.78,0.47,17.97,64981,37.8,85.55,électrique
vehicle_3,2025-07-23T23:15:41.689795,43.79,0.69,17.37,64986,38.0,85.5,électrique
vehicle_3,2025-07-23T20:51:41.689795,48.67,0.71,18.09,64991,38.2,85.45,électrique
vehicle_3,2025-07-23T18:27:41.689795,47.2,0.76,18.03,64996,38.4,85.4,électrique
vehicle_3,2025-07-23T16:03:41.689795,48.7,0.44,17.89,65001,38.6,85.35,électrique
vehicle_3,2025-07-23T13:39:41.689795,45.53,0.71,18.12,65006,38.8,85.3,électrique
vehicle_3,2025-07-23T11:15:41.689795,47.86,0.62,17.65,65011,39.0,85.25,électrique
vehicle_3,2025-07-23T08:51:41.689795,49.1,0.42,18.22,65016,39.2,85.2,électrique
vehicle_3,2025-07-23T06:27:41.689795,42.61,0.79,18.1,65021,39.4,85.15,électrique
vehicle_3,2025-07-23T04:03:41.689795,51.14,0.62,18.03,65026,39.6,85.1,électrique
vehicle_3,2025-07-23T01:39:41.689795,49.8,0.42,18.23,65031,39.8,85.05,électrique
vehicle_3,2025-07-24T23:15:41.689795,47.49,0.67,18.29,65036,40.0,85.0,électrique
vehicle_3,2025-07-24T20:51:41.689795,44.17,0.46,18.19,65041,40.2,84.95,électrique
vehicle_3,2025-07-24T18:27:41.689795,46.65,0.49,18.46,65046,40.4,84.9,électrique
vehicle_3,2025-07-24T16:03:41.689795,52.92,0.71,17.94,65051,40.6,84.85,électrique
vehicle_3,2025-07-24T13:39:41.689795,43.02,0.48,17.77,65056,40.8,84.8,électrique
vehicle_3,2025-07-24T11:15:41.689795,51.94,0.43,17.72,65061,41.0,84.75,électrique
vehicle_3,2025-07-24T08:51:41.689795,47.1,0.5,17.9,65066,41.2,84.7,électrique
vehicle_3,2025-07-24T06:27:41.689795,44.46,0.49,17.69,65071,41.4,84.65,électrique
vehicle_3,2025-07-24T04:03:41.689795,44.89,0.62,18.31,65076,41.6,84.6,électrique
vehicle_3,2025-07-24T01:39:41.689795,50.11,0.68,18.43,65081,41.8,84.55,électrique
vehicle_3,2025-07-25T23:15:41.689795,50.99,0.52,18.45,65086,42.0,84.5,électrique
vehicle_3,2025-07-25T20:51:41.689795,44.86,0.58,18.23,65091,42.2,84.45,électrique
vehicle_3,2025-07-25T18:27:41.689795,51.64,0.62,18.16,65096,42.4,84.4,électrique
vehicle_3,2025-07-25T16:03:41.689795,49.89,0.47,18.27,65101,42.6,84.35,électrique
vehicle_3,2025-07-25T13:39:41.689795,43.49,0.69,18.41,65106,42.8,84.3,électrique
vehicle_3,2025-07-25T11:15:41.689795,46.23,0.56,18.23,65111,43.0,84.25,électrique
vehicle_3,2025-07-25T08:51:41.689795,50.35,0.75,18.05,65116,43.2,84.2,électrique
vehicle_3,2025-07-25T06:27:41.689795,44.77,0.48,18.08,65121,43.4,84.15,électrique
vehicle_3,2025-07-25T04:03:41.689795,46.4,0.5,18.04,65126,43.6,84.1,électrique
vehicle_3,2025-07-25T01:39:41.689795,43.81,0.74,18.56,65131,43.8,84.05,électrique
vehicle_3,2025-07-26T23:15:41.689795,48.64,0.79,18.63,65136,44.0,84.0,électrique
vehicle_3,2025-07-26T20:51:41.689795,52.5,0.69,17.93,65141,44.2,83.95,électrique
vehicle_3,2025-07-26T18:27:41.689795,45.59,0.64,17.98,65146,44.4,83.9,électrique
vehicle_3,2025-07-26T16:03:41.689795,44.6,0.43,18.79,65151,44.6,83.85,électrique
vehicle_3,2025-07-26T13:39:41.689795,48.45,0.63,17.87,65156,44.8,83.8,électrique
vehicle_3,2025-07-26T11:15:41.689795,51.44,0.52,18.46,65161,45.0,83.75,électrique
vehicle_3,2025-07-26T08:51:41.689795,48.51,0.72,18.47,65166,45.2,83.7,électrique
vehicle_3,2025-07-26T06:27:41.689795,45.58,0.45,18.26,65171,45.4,83.65,électrique
vehicle_3,2025-07-26T04:03:41.689795,52.4,0.62,17.85,65176,45.6,83.6,électrique
vehicle_3,2025-07-26T01:39:41.689795,50.32,0.63,17.86,65181,45.8,83.55,électrique
vehicle_3,2025-07-27T23:15:41.689795,51.08,0.64,18.86,65186,46.0,83.5,électrique
vehicle_3,2025-07-27T20:51:41.689795,49.41,0.61,18.65,65191,46.2,83.45,électrique
vehicle_3,2025-07-27T18:27:41.689795,53.57,0.6,18.75,65196,46.4,83.4,électrique
vehicle_3,2025-07-27T16:03:41.689795,48.7,0.48,18.83,65201,46.6,83.35,électrique
vehicle_3,2025-07-27T13:39:41.689795,49.26,0.64,18.19,65206,46.8,83.3,électrique
vehicle_3,2025-07-27T11:15:41.689795,47.73,0.72,18.74,65211,47.0,83.25,électrique
vehicle_3,2025-07-27T08:51:41.689795,46.73,0.49,18.02,65216,47.2,83.2,électrique
vehicle_3,2025-07-27T06:27:41.689795,46.18,0.43,18.1,65221,47.4,83.15,électrique
vehicle_3,2025-07-27T04:03:41.689795,45.52,0.76,18.1,65226,47.6,83.1,électrique
vehicle_3,2025-07-27T01:39:41.689795,49.79,0.47,18.39,65231,47.8,83.05,électrique
vehicle_3,2025-07-28T23:15:41.690797,52.35,0.63,18.55,65236,48.0,83.0,électrique
vehicle_3,2025-07-28T20:51:41.690797,54.57,0.43,18.92,65241,48.2,82.95,électrique
vehicle_3,2025-07-28T18:27:41.690797,46.98,0.68,19.01,65246,48.4,82.9,électrique
vehicle_3,2025-07-28T16:03:41.690797,50.15,0.42,19.06,65251,48.6,82.85,électrique
vehicle_3,2025-07-28T13:39:41.690797,52.48,0.44,18.56,65256,48.8,82.8,électrique
vehicle_3,2025-07-28T11:15:41.690797,48.93,0.78,19.03,65261,49.0,82.75,électrique
vehicle_3,2025-07-28T08:51:41.690797,53.66,0.6,18.62,65266,49.2,82.7,électrique
vehicle_3,2025-07-28T06:27:41.690797,52.63,0.63,18.18,65271,49.4,82.65,électrique
vehicle_3,2025-07-28T04:03:41.690797,51.58,0.58,18.75,65276,49.6,82.6,électrique
vehicle_3,2025-07-28T01:39:41.690797,49.37,0.81,19.05,65281,49.8,82.55,électrique
vehicle_3,2025-07-29T23:15:41.690797,53.8,0.72,18.9,65286,50.0,82.5,électrique
vehicle_3,2025-07-29T20:51:41.690797,54.46,0.58,18.44,65291,50.2,82.45,électrique
vehicle_3,2025-07-29T18:27:41.690797,46.75,0.81,18.96,65296,50.4,82.4,électrique
vehicle_3,2025-07-29T16:03:41.690797,48.14,0.64,19.03,65301,50.6,82.35,électrique
vehicle_3,2025-07-29T13:39:41.690797,54.34,0.69,18.89,65306,50.8,82.3,électrique
vehicle_3,2025-07-29T11:15:41.690797,50.8,0.59,18.9,65311,51.0,82.25,électrique
vehicle_3,2025-07-29T08:51:41.690797,46.47,0.55,18.53,65316,51.2,82.2,électrique
vehicle_3,2025-07-29T06:27:41.690797,49.34,0.56,18.69,65321,51.4,82.15,électrique
vehicle_3,2025-07-29T04:03:41.690797,50.83,0.64,19.08,65326,51.6,82.1,électrique
vehicle_3,2025-07-29T01:39:41.690797,48.67,0.82,19.05,65331,51.8,82.05,électrique
vehicle_3,2025-07-30T23:15:41.690797,45.88,0.65,18.61,65336,52.0,82.0,électrique
vehicle_3,2025-07-30T20:51:41.690797,54.27,0.48,18.77,65341,52.2,81.95,électrique
vehicle_3,2025-07-30T18:27:41.690797,46.97,0.56,19.36,65346,52.4,81.9,électrique
vehicle_3,2025-07-30T16:03:41.690797,50.22,0.71,18.52,65351,52.6,81.85,électrique
vehicle_3,2025-07-30T13:39:41.690797,50.19,0.53,19.02,65356,52.8,81.8,électrique
vehicle_3,2025-07-30T11:15:41.690797,53.44,0.77,18.86,65361,53.0,81.75,électrique
vehicle_3,2025-07-30T08:51:41.690797,49.11,0.63,18.59,65366,53.2,81.7,électrique
vehicle_3,2025-07-30T06:27:41.690797,53.43,0.52,18.69,65371,53.4,81.65,électrique
vehicle_3,2025-07-30T04:03:41.690797,54.95,0.66,19.0,65376,53.6,81.6,électrique
vehicle_3,2025-07-30T01:39:41.690797,46.71,0.8,18.42,65381,53.8,81.55,électrique
vehicle_3,2025-07-31T23:15:41.690797,51.9,0.82,18.82,65386,54.0,81.5,électrique
vehicle_3,2025-07-31T20:51:41.690797,55.28,0.63,18.7,65391,54.2,81.45,électrique
vehicle_3,2025-07-31T18:27:41.690797,54.28,0.78,19.44,65396,54.4,81.4,électrique
vehicle_3,2025-07-31T16:03:41.690797,55.16,0.79,19.39,65401,54.6,81.35,électrique
