date,localisation,carburant_vehicule,nombre_réservations,taux_occupation,is_holiday,is_rainy,météo_temp,météo_précipitations,is_family_event
2024-09-20,Djerba,diesel,8,0.52,0,0,23.3,0.0,0
2024-09-21,Tunis,électrique,46,0.98,0,0,22.9,0.0,1
2024-09-21,Tunis,hybride,43,0.87,0,1,20.2,0.8,1
2024-09-21,Tunis,essence,42,0.98,0,0,19.8,0.0,1
2024-09-21,Tunis,diesel,31,0.61,0,0,22.5,0.0,1
2024-09-21,Sfax,électrique,22,0.42,0,0,22.9,0.0,1
2024-09-21,Sfax,hybride,30,0.75,0,0,23.0,0.0,1
2024-09-21,Sfax,essence,19,0.73,0,0,23.1,0.0,1
2024-09-21,Sfax,diesel,33,0.9,0,0,23.1,0.0,1
2024-09-21,Sousse,électrique,14,0.53,0,0,31.5,0.0,0
2024-09-21,Sousse,hybride,17,0.99,0,0,22.3,0.0,0
2024-09-21,Sousse,essence,17,0.63,0,0,16.9,0.0,0
2024-09-21,Sousse,diesel,12,0.39,0,0,21.4,0.0,0
2024-09-21,Bizerte,électrique,14,0.65,0,0,15.8,0.0,0
2024-09-21,Bizerte,hybride,11,0.57,0,0,21.2,0.0,0
2024-09-21,Bizerte,essence,11,0.77,0,0,22.1,0.0,0
2024-09-21,Bizerte,diesel,10,0.63,0,0,17.2,0.0,0
2024-09-21,Djerba,électrique,16,0.49,0,0,22.1,0.0,0
2024-09-21,Djerba,hybride,13,0.69,0,0,20.0,0.0,0
2024-09-21,Djerba,essence,14,0.8,0,0,20.6,0.0,0
2024-09-21,Djerba,diesel,11,0.42,0,0,20.3,0.0,0
2024-09-22,Tunis,électrique,46,0.65,0,0,20.0,0.0,1
2024-09-22,Tunis,hybride,50,0.94,0,0,21.0,0.0,1
2024-09-22,Tunis,essence,40,0.49,0,0,24.6,0.0,1
2024-09-22,Tunis,diesel,30,0.78,0,0,21.7,0.0,1
2024-09-22,Sfax,électrique,38,0.6,0,0,21.9,0.0,1
2024-09-22,Sfax,hybride,28,0.84,0,0,28.6,0.0,1
2024-09-22,Sfax,essence,29,1.0,0,1,24.1,0.0,1
2024-09-22,Sfax,diesel,21,0.74,0,0,23.2,0.0,1
2024-09-22,Sousse,électrique,29,0.81,0,0,22.4,0.0,0
2024-09-22,Sousse,hybride,21,0.75,0,0,23.3,0.0,0
2024-09-22,Sousse,essence,13,0.82,0,0,22.8,0.0,0
2024-09-22,Sousse,diesel,18,0.81,0,0,20.1,0.0,0
2024-09-22,Bizerte,électrique,9,0.61,0,0,19.3,0.0,0
2024-09-22,Bizerte,hybride,11,0.69,0,0,21.6,0.0,0
2024-09-22,Bizerte,essence,10,0.68,0,0,18.5,0.0,0
2024-09-22,Bizerte,diesel,12,0.64,0,0,21.1,0.0,0
2024-09-22,Djerba,électrique,18,0.71,0,1,20.9,1.2,0
2024-09-22,Djerba,hybride,16,0.67,0,1,22.2,1.5,0
2024-09-22,Djerba,essence,10,0.72,0,0,21.5,0.0,0
2024-09-22,Djerba,diesel,8,0.56,0,0,26.3,0.0,0
2024-09-23,Tunis,électrique,42,0.82,0,0,25.1,0.0,1
2024-09-23,Tunis,hybride,25,0.68,0,0,20.2,0.0,1
2024-09-23,Tunis,essence,30,0.54,0,0,19.1,0.0,1
2024-09-23,Tunis,diesel,23,0.88,0,0,24.7,0.0,1
2024-09-23,Sfax,électrique,32,0.67,0,0,25.2,0.0,1
2024-09-23,Sfax,hybride,28,0.54,0,0,19.7,0.0,1
2024-09-23,Sfax,essence,16,0.81,0,1,19.5,0.7,1
2024-09-23,Sfax,diesel,16,0.61,0,0,21.7,0.0,1
2024-09-23,Sousse,électrique,22,0.73,0,0,24.9,0.0,0
2024-09-23,Sousse,hybride,17,0.59,0,0,25.0,0.0,0
2024-09-23,Sousse,essence,11,0.7,0,0,21.3,0.0,0
2024-09-23,Sousse,diesel,11,0.69,0,0,22.3,0.0,0
2024-09-23,Bizerte,électrique,14,0.7,0,0,24.7,0.0,0
2024-09-23,Bizerte,hybride,4,0.47,0,0,23.1,0.0,0
2024-09-23,Bizerte,essence,7,0.69,0,0,23.2,0.0,0
2024-09-23,Bizerte,diesel,7,0.85,0,0,21.9,0.0,0
2024-09-23,Djerba,électrique,8,0.63,0,0,23.6,0.0,0
2024-09-23,Djerba,hybride,13,0.64,0,0,22.3,0.0,0
2024-09-23,Djerba,essence,10,0.66,0,0,21.1,0.0,0
2024-09-23,Djerba,diesel,7,0.63,0,0,26.5,0.0,0
2024-09-24,Tunis,électrique,27,0.77,0,0,21.5,0.0,1
2024-09-24,Tunis,hybride,31,0.97,0,0,21.8,0.0,1
2024-09-24,Tunis,essence,25,0.62,0,0,22.8,0.0,1
2024-09-24,Tunis,diesel,22,0.64,0,0,18.7,0.0,1
2024-09-24,Sfax,électrique,18,0.74,0,0,23.2,0.0,1
2024-09-24,Sfax,hybride,16,0.86,0,0,29.9,0.0,1
2024-09-24,Sfax,essence,14,0.79,0,0,13.0,0.0,1
2024-09-24,Sfax,diesel,15,0.72,0,0,23.8,0.0,1
2024-09-24,Sousse,électrique,11,0.27,0,0,23.5,0.0,0
2024-09-24,Sousse,hybride,9,0.82,0,0,21.2,0.0,0
2024-09-24,Sousse,essence,17,0.78,0,1,22.1,0.6,0
2024-09-24,Sousse,diesel,18,1.0,0,0,20.6,0.0,0
2024-09-24,Bizerte,électrique,10,0.65,0,0,18.5,0.0,0
2024-09-24,Bizerte,hybride,6,0.74,0,0,25.5,0.0,0
2024-09-24,Bizerte,essence,6,0.99,0,0,22.5,0.0,0
2024-09-24,Bizerte,diesel,5,0.64,0,0,26.1,0.0,0
2024-09-24,Djerba,électrique,15,0.41,0,0,19.4,0.0,0
2024-09-24,Djerba,hybride,11,0.86,0,0,21.8,0.0,0
2024-09-24,Djerba,essence,10,0.59,0,0,19.7,0.0,0
2024-09-24,Djerba,diesel,10,0.71,0,0,28.6,0.0,0
2024-09-25,Tunis,électrique,30,0.73,0,0,25.2,0.0,1
2024-09-25,Tunis,hybride,30,0.85,0,1,26.3,1.2,1
2024-09-25,Tunis,essence,16,0.66,0,0,24.3,0.0,1
2024-09-25,Tunis,diesel,25,0.53,0,0,20.2,0.0,1
2024-09-25,Sfax,électrique,25,0.62,0,0,21.6,0.0,1
2024-09-25,Sfax,hybride,17,0.61,0,0,16.0,0.0,1
2024-09-25,Sfax,essence,21,0.75,0,0,21.8,0.0,1
2024-09-25,Sfax,diesel,23,0.87,0,0,22.1,0.0,1
2024-09-25,Sousse,électrique,17,0.73,0,0,19.7,0.0,0
2024-09-25,Sousse,hybride,13,0.78,0,0,20.0,0.0,0
2024-09-25,Sousse,essence,11,0.67,0,0,17.5,0.0,0
2024-09-25,Sousse,diesel,10,0.54,0,0,18.6,0.0,0
2024-09-25,Bizerte,électrique,13,0.58,0,0,19.0,0.0,0
2024-09-25,Bizerte,hybride,5,0.5,0,0,19.8,0.0,0
2024-09-25,Bizerte,essence,9,0.81,0,1,20.1,0.8,0
2024-09-25,Bizerte,diesel,7,0.72,0,0,16.8,0.0,0
2024-09-25,Djerba,électrique,13,0.54,0,0,26.2,0.0,0
2024-09-25,Djerba,hybride,10,0.88,0,1,21.0,1.1,0
2024-09-25,Djerba,essence,10,0.86,0,0,19.7,0.0,0
2024-09-25,Djerba,diesel,7,0.8,0,0,16.6,0.0,0
2024-09-26,Tunis,électrique,39,0.73,0,0,24.3,0.0,1
2024-09-26,Tunis,hybride,23,0.39,0,0,26.7,0.0,1
2024-09-26,Tunis,essence,28,0.73,0,0,24.8,0.0,1
2024-09-26,Tunis,diesel,19,0.41,0,1,28.8,0.5,1
2024-09-26,Sfax,électrique,22,0.5,0,0,22.1,0.0,1
2024-09-26,Sfax,hybride,22,0.61,0,0,17.0,0.0,1
2024-09-26,Sfax,essence,22,0.79,0,0,23.9,0.0,1
2024-09-26,Sfax,diesel,24,0.98,0,0,19.5,0.0,1
2024-09-26,Sousse,électrique,13,0.33,0,1,27.2,2.0,0
2024-09-26,Sousse,hybride,13,0.54,0,0,19.6,0.0,0
2024-09-26,Sousse,essence,13,0.8,0,0,25.0,0.0,0
2024-09-26,Sousse,diesel,9,0.74,0,0,25.2,0.0,0
2024-09-26,Bizerte,électrique,10,0.73,0,0,22.5,0.0,0
2024-09-26,Bizerte,hybride,10,0.72,0,0,20.1,0.0,0
2024-09-26,Bizerte,essence,7,0.82,0,0,23.5,0.0,0
2024-09-26,Bizerte,diesel,5,0.56,0,0,24.8,0.0,0
2024-09-26,Djerba,électrique,18,0.84,0,0,25.2,0.0,0
2024-09-26,Djerba,hybride,13,0.68,0,0,26.0,0.0,0
2024-09-26,Djerba,essence,9,0.64,0,0,21.7,0.0,0
2024-09-26,Djerba,diesel,9,0.82,0,1,27.5,1.1,0
2024-09-27,Tunis,électrique,35,0.86,0,0,17.8,0.0,1
2024-09-27,Tunis,hybride,40,0.87,0,0,15.3,0.0,1
2024-09-27,Tunis,essence,30,0.84,0,0,19.0,0.0,1
2024-09-27,Tunis,diesel,11,0.43,0,1,19.5,1.8,1
2024-09-27,Sfax,électrique,23,0.62,0,0,22.7,0.0,1
2024-09-27,Sfax,hybride,23,0.65,0,0,17.5,0.0,1
2024-09-27,Sfax,essence,19,0.73,0,0,17.9,0.0,1
2024-09-27,Sfax,diesel,17,0.57,0,0,25.5,0.0,1
2024-09-27,Sousse,électrique,16,0.92,0,0,23.4,0.0,0
2024-09-27,Sousse,hybride,12,0.71,0,1,20.5,1.8,0
2024-09-27,Sousse,essence,9,0.85,0,0,20.4,0.0,0
2024-09-27,Sousse,diesel,16,0.88,0,1,24.0,2.7,0
2024-09-27,Bizerte,électrique,10,0.87,0,0,24.5,0.0,0
2024-09-27,Bizerte,hybride,10,0.83,0,0,21.0,0.0,0
2024-09-27,Bizerte,essence,11,0.76,0,0,22.3,0.0,0
2024-09-27,Bizerte,diesel,8,0.83,0,0,25.7,0.0,0
2024-09-27,Djerba,électrique,15,0.81,0,0,20.6,0.0,0
2024-09-27,Djerba,hybride,10,0.78,0,1,21.8,1.7,0
2024-09-27,Djerba,essence,10,0.6,0,0,20.4,0.0,0
2024-09-27,Djerba,diesel,9,0.51,0,0,20.3,0.0,0
2024-09-28,Tunis,électrique,35,0.57,0,0,23.4,0.0,1
2024-09-28,Tunis,hybride,38,0.73,0,0,25.2,0.0,1
2024-09-28,Tunis,essence,21,0.54,0,0,18.9,0.0,1
2024-09-28,Tunis,diesel,30,0.77,0,0,23.2,0.0,1
2024-09-28,Sfax,électrique,36,0.59,0,0,22.9,0.0,1
2024-09-28,Sfax,hybride,23,0.56,0,0,21.8,0.0,1
2024-09-28,Sfax,essence,24,0.66,0,0,20.3,0.0,1
2024-09-28,Sfax,diesel,23,0.53,0,0,19.3,0.0,1
2024-09-28,Sousse,électrique,23,0.51,0,0,26.0,0.0,0
2024-09-28,Sousse,hybride,18,0.85,0,0,25.4,0.0,0
2024-09-28,Sousse,essence,18,0.74,0,0,25.7,0.0,0
2024-09-28,Sousse,diesel,15,0.54,0,0,19.4,0.0,0
2024-09-28,Bizerte,électrique,14,0.72,0,0,21.5,0.0,0
2024-09-28,Bizerte,hybride,6,0.44,0,0,24.3,0.0,0
2024-09-28,Bizerte,essence,11,0.58,0,0,25.2,0.0,0
2024-09-28,Bizerte,diesel,9,0.68,0,0,23.8,0.0,0
2024-09-28,Djerba,électrique,22,0.81,0,0,22.7,0.0,0
2024-09-28,Djerba,hybride,14,0.55,0,1,19.1,0.9,0
2024-09-28,Djerba,essence,18,0.8,0,0,20.4,0.0,0
2024-09-28,Djerba,diesel,11,0.82,0,0,17.2,0.0,0
2024-09-29,Tunis,électrique,41,0.52,0,0,24.6,0.0,1
2024-09-29,Tunis,hybride,34,0.61,0,0,24.6,0.0,1
2024-09-29,Tunis,essence,31,0.61,0,0,24.4,0.0,1
2024-09-29,Tunis,diesel,37,0.52,0,0,20.0,0.0,1
2024-09-29,Sfax,électrique,38,0.82,0,1,20.3,0.1,1
2024-09-29,Sfax,hybride,31,0.88,0,0,19.0,0.0,1
2024-09-29,Sfax,essence,22,0.63,0,0,27.3,0.0,1
2024-09-29,Sfax,diesel,20,0.67,0,0,18.8,0.0,1
2024-09-29,Sousse,électrique,20,0.7,0,0,22.4,0.0,0
2024-09-29,Sousse,hybride,20,0.84,0,0,25.9,0.0,0
2024-09-29,Sousse,essence,11,0.48,0,0,27.2,0.0,0
2024-09-29,Sousse,diesel,15,0.65,0,1,21.2,0.0,0
2024-09-29,Bizerte,électrique,10,0.57,0,0,24.1,0.0,0
2024-09-29,Bizerte,hybride,12,0.92,0,0,22.1,0.0,0
2024-09-29,Bizerte,essence,10,0.65,0,0,22.2,0.0,0
2024-09-29,Bizerte,diesel,12,0.63,0,0,22.0,0.0,0
2024-09-29,Djerba,électrique,14,0.82,0,0,19.3,0.0,0
2024-09-29,Djerba,hybride,17,0.86,0,0,23.2,0.0,0
2024-09-29,Djerba,essence,11,0.62,0,0,17.4,0.0,0
2024-09-29,Djerba,diesel,9,0.78,0,0,27.8,0.0,0
2024-09-30,Tunis,électrique,36,0.28,0,0,15.9,0.0,1
2024-09-30,Tunis,hybride,26,0.49,0,0,20.8,0.0,1
2024-09-30,Tunis,essence,28,0.67,0,0,17.1,0.0,1
2024-09-30,Tunis,diesel,35,0.81,0,0,21.6,0.0,1
2024-09-30,Sfax,électrique,31,0.56,0,1,21.1,2.0,1
2024-09-30,Sfax,hybride,16,0.65,0,0,21.2,0.0,1
2024-09-30,Sfax,essence,17,0.76,0,0,22.6,0.0,1
2024-09-30,Sfax,diesel,19,0.51,0,0,22.1,0.0,1
2024-09-30,Sousse,électrique,18,0.73,0,0,19.2,0.0,0
2024-09-30,Sousse,hybride,17,0.84,0,0,18.8,0.0,0
2024-09-30,Sousse,essence,13,0.93,0,0,25.1,0.0,0
2024-09-30,Sousse,diesel,14,0.83,0,0,20.3,0.0,0
2024-09-30,Bizerte,électrique,7,0.59,0,0,20.0,0.0,0
2024-09-30,Bizerte,hybride,9,0.69,0,1,20.6,4.2,0
2024-09-30,Bizerte,essence,9,0.78,0,0,24.9,0.0,0
2024-09-30,Bizerte,diesel,7,0.72,0,0,20.5,0.0,0
2024-09-30,Djerba,électrique,11,0.48,0,0,19.0,0.0,0
2024-09-30,Djerba,hybride,11,0.91,0,0,25.7,0.0,0
2024-09-30,Djerba,essence,11,0.69,0,0,24.9,0.0,0
2024-09-30,Djerba,diesel,10,0.76,0,0,23.6,0.0,0
2024-10-01,Tunis,électrique,51,0.69,0,1,17.2,0.3,1
2024-10-01,Tunis,hybride,28,0.71,0,0,20.6,0.0,1
2024-10-01,Tunis,essence,27,0.78,0,0,17.6,0.0,1
2024-10-01,Tunis,diesel,22,0.58,0,0,16.1,0.0,1
2024-10-01,Sfax,électrique,23,1.0,0,0,17.1,0.0,1
2024-10-01,Sfax,hybride,22,0.72,0,0,16.9,0.0,1
2024-10-01,Sfax,essence,17,0.75,0,0,13.7,0.0,1
2024-10-01,Sfax,diesel,16,0.82,0,0,17.1,0.0,1
2024-10-01,Sousse,électrique,17,0.72,0,0,10.0,0.0,0
2024-10-01,Sousse,hybride,11,0.68,0,0,13.7,0.0,0
2024-10-01,Sousse,essence,12,0.64,0,1,18.8,2.5,0
2024-10-01,Sousse,diesel,12,0.6,0,0,14.6,0.0,0
2024-10-01,Bizerte,électrique,12,0.8,0,0,13.2,0.0,0
2024-10-01,Bizerte,hybride,8,0.77,0,1,20.1,1.1,0
2024-10-01,Bizerte,essence,9,0.74,0,0,15.8,0.0,0
2024-10-01,Bizerte,diesel,7,0.86,0,0,17.1,0.0,0
2024-10-01,Djerba,électrique,13,0.58,0,0,10.0,0.0,0
2024-10-01,Djerba,hybride,6,0.68,0,0,17.9,0.0,0
2024-10-01,Djerba,essence,6,0.76,0,0,12.5,0.0,0
2024-10-01,Djerba,diesel,9,0.68,0,1,16.5,0.5,0
2024-10-02,Tunis,électrique,31,0.51,0,0,16.5,0.0,1
2024-10-02,Tunis,hybride,28,0.39,0,0,16.6,0.0,1
2024-10-02,Tunis,essence,22,0.69,0,0,18.5,0.0,1
2024-10-02,Tunis,diesel,25,0.59,0,0,14.6,0.0,1
2024-10-02,Sfax,électrique,18,0.64,0,0,21.3,0.0,1
2024-10-02,Sfax,hybride,21,0.75,0,0,17.9,0.0,1
2024-10-02,Sfax,essence,18,0.57,0,0,21.0,0.0,1
2024-10-02,Sfax,diesel,18,0.8,0,1,13.0,0.4,1
2024-10-02,Sousse,électrique,19,0.75,0,0,11.9,0.0,0
2024-10-02,Sousse,hybride,16,0.79,0,1,13.4,0.2,0
2024-10-02,Sousse,essence,15,0.71,0,1,11.3,0.7,0
2024-10-02,Sousse,diesel,9,0.67,0,0,15.0,0.0,0
2024-10-02,Bizerte,électrique,6,0.79,0,0,17.6,0.0,0
2024-10-02,Bizerte,hybride,9,0.62,0,1,15.4,4.2,0
2024-10-02,Bizerte,essence,10,1.0,0,0,10.0,0.0,0
2024-10-02,Bizerte,diesel,9,0.83,0,0,18.9,0.0,0
2024-10-02,Djerba,électrique,11,0.68,0,1,17.4,0.7,0
2024-10-02,Djerba,hybride,11,0.73,0,1,12.9,1.3,0
2024-10-02,Djerba,essence,16,0.62,0,1,17.4,3.6,0
2024-10-02,Djerba,diesel,8,0.63,0,0,21.1,0.0,0
2024-10-03,Tunis,électrique,34,0.45,0,1,19.6,0.2,1
2024-10-03,Tunis,hybride,25,0.77,0,1,18.8,0.3,1
2024-10-03,Tunis,essence,23,0.79,0,0,20.6,0.0,1
2024-10-03,Tunis,diesel,29,0.58,0,1,18.4,3.7,1
2024-10-03,Sfax,électrique,23,0.8,0,1,17.7,5.9,1
2024-10-03,Sfax,hybride,19,0.7,0,0,13.3,0.0,1
2024-10-03,Sfax,essence,21,0.55,0,0,16.2,0.0,1
2024-10-03,Sfax,diesel,15,0.55,0,1,18.8,0.9,1
2024-10-03,Sousse,électrique,18,0.84,0,1,18.9,0.9,0
2024-10-03,Sousse,hybride,16,0.62,0,1,14.5,8.5,0
2024-10-03,Sousse,essence,11,0.72,0,0,19.5,0.0,0
2024-10-03,Sousse,diesel,15,0.9,0,0,13.6,0.0,0
2024-10-03,Bizerte,électrique,9,0.75,0,0,22.0,0.0,0
2024-10-03,Bizerte,hybride,9,0.63,0,0,18.1,0.0,0
2024-10-03,Bizerte,essence,8,0.68,0,0,13.1,0.0,0
2024-10-03,Bizerte,diesel,10,0.93,0,0,16.3,0.0,0
2024-10-03,Djerba,électrique,14,0.78,0,1,15.6,3.8,0
2024-10-03,Djerba,hybride,10,0.66,0,0,20.7,0.0,0
2024-10-03,Djerba,essence,11,0.89,0,0,12.8,0.0,0
2024-10-03,Djerba,diesel,9,0.51,0,0,14.8,0.0,0
2024-10-04,Tunis,électrique,44,0.64,0,1,20.1,3.5,1
2024-10-04,Tunis,hybride,22,0.75,0,0,18.1,0.0,1
2024-10-04,Tunis,essence,22,0.86,0,0,16.4,0.0,1
2024-10-04,Tunis,diesel,24,0.68,0,0,16.5,0.0,1
2024-10-04,Sfax,électrique,31,0.66,0,0,15.0,0.0,1
2024-10-04,Sfax,hybride,24,0.93,0,0,14.9,0.0,1
2024-10-04,Sfax,essence,18,0.39,0,0,14.0,0.0,1
2024-10-04,Sfax,diesel,10,0.76,0,0,10.3,0.0,1
2024-10-04,Sousse,électrique,19,0.83,0,1,13.4,5.4,0
2024-10-04,Sousse,hybride,13,0.71,0,0,21.9,0.0,0
2024-10-04,Sousse,essence,12,0.79,0,0,26.0,0.0,0
2024-10-04,Sousse,diesel,15,0.75,0,0,18.7,0.0,0
2024-10-04,Bizerte,électrique,10,0.71,0,0,12.1,0.0,0
2024-10-04,Bizerte,hybride,7,0.55,0,0,15.6,0.0,0
2024-10-04,Bizerte,essence,8,0.89,0,0,21.0,0.0,0
2024-10-04,Bizerte,diesel,9,0.94,0,1,16.6,7.8,0
2024-10-04,Djerba,électrique,8,0.66,0,1,17.0,1.7,0
2024-10-04,Djerba,hybride,11,0.63,0,0,23.1,0.0,0
2024-10-04,Djerba,essence,14,0.67,0,0,12.2,0.0,0
2024-10-04,Djerba,diesel,7,0.7,0,0,13.3,0.0,0
2024-10-05,Tunis,électrique,56,0.85,0,0,18.5,0.0,1
2024-10-05,Tunis,hybride,46,0.73,0,0,18.6,0.0,1
2024-10-05,Tunis,essence,40,0.7,0,1,15.6,1.2,1
2024-10-05,Tunis,diesel,21,0.77,0,0,23.2,0.0,1
2024-10-05,Sfax,électrique,32,0.58,0,0,16.5,0.0,1
2024-10-05,Sfax,hybride,30,0.87,0,0,11.6,0.0,1
2024-10-05,Sfax,essence,20,0.75,0,1,19.2,4.1,1
2024-10-05,Sfax,diesel,23,0.84,0,0,13.6,0.0,1
2024-10-05,Sousse,électrique,23,0.63,0,0,13.2,0.0,0
2024-10-05,Sousse,hybride,18,0.75,0,0,16.4,0.0,0
2024-10-05,Sousse,essence,13,0.69,0,1,14.9,1.1,0
2024-10-05,Sousse,diesel,14,0.73,0,0,19.7,0.0,0
2024-10-05,Bizerte,électrique,20,0.86,0,0,17.1,0.0,0
2024-10-05,Bizerte,hybride,10,0.44,0,1,23.2,0.3,0
2024-10-05,Bizerte,essence,10,0.64,0,0,17.3,0.0,0
2024-10-05,Bizerte,diesel,7,0.43,0,1,18.5,1.6,0
2024-10-05,Djerba,électrique,23,0.96,0,1,12.8,0.9,0
2024-10-05,Djerba,hybride,14,0.82,0,0,13.6,0.0,0
2024-10-05,Djerba,essence,14,0.6,0,1,17.2,5.4,0
2024-10-05,Djerba,diesel,12,0.74,0,0,20.6,0.0,0
2024-10-06,Tunis,électrique,47,0.73,0,0,18.2,0.0,1
2024-10-06,Tunis,hybride,41,1.0,0,1,13.9,1.8,1
2024-10-06,Tunis,essence,45,0.7,0,0,18.9,0.0,1
2024-10-06,Tunis,diesel,19,0.59,0,0,15.2,0.0,1
2024-10-06,Sfax,électrique,27,0.56,0,1,16.0,0.5,1
2024-10-06,Sfax,hybride,34,0.79,0,1,18.8,1.3,1
2024-10-06,Sfax,essence,28,0.72,0,0,16.0,0.0,1
2024-10-06,Sfax,diesel,22,0.79,0,0,18.4,0.0,1
2024-10-06,Sousse,électrique,18,0.62,0,1,15.7,3.1,0
2024-10-06,Sousse,hybride,19,0.84,0,0,20.2,0.0,0
2024-10-06,Sousse,essence,15,0.67,0,0,16.6,0.0,0
2024-10-06,Sousse,diesel,13,0.78,0,0,20.0,0.0,0
2024-10-06,Bizerte,électrique,11,0.7,0,0,14.4,0.0,0
2024-10-06,Bizerte,hybride,7,0.74,0,0,17.0,0.0,0
2024-10-06,Bizerte,essence,9,0.7,0,0,16.7,0.0,0
2024-10-06,Bizerte,diesel,8,0.55,0,1,21.2,2.8,0
2024-10-06,Djerba,électrique,20,0.74,0,0,13.6,0.0,0
2024-10-06,Djerba,hybride,10,0.93,0,0,22.4,0.0,0
2024-10-06,Djerba,essence,16,0.73,0,1,18.4,0.9,0
2024-10-06,Djerba,diesel,12,0.64,0,0,17.5,0.0,0
2024-10-07,Tunis,électrique,38,0.96,0,0,14.2,0.0,1
2024-10-07,Tunis,hybride,29,0.85,0,0,21.3,0.0,1
2024-10-07,Tunis,essence,29,0.84,0,1,14.5,0.6,1
2024-10-07,Tunis,diesel,25,0.44,0,0,19.3,0.0,1
2024-10-07,Sfax,électrique,33,0.91,0,1,17.3,0.3,1
2024-10-07,Sfax,hybride,25,0.75,0,0,17.2,0.0,1
2024-10-07,Sfax,essence,26,0.62,0,1,17.9,0.9,1
2024-10-07,Sfax,diesel,16,1.0,0,1,17.0,1.0,1
2024-10-07,Sousse,électrique,18,0.76,0,0,15.7,0.0,0
2024-10-07,Sousse,hybride,12,0.54,0,0,22.5,0.0,0
2024-10-07,Sousse,essence,16,1.0,0,0,17.9,0.0,0
2024-10-07,Sousse,diesel,9,0.68,0,0,16.2,0.0,0
2024-10-07,Bizerte,électrique,11,0.8,0,0,19.3,0.0,0
2024-10-07,Bizerte,hybride,10,0.82,0,0,18.5,0.0,0
2024-10-07,Bizerte,essence,6,0.62,0,1,14.1,1.1,0
2024-10-07,Bizerte,diesel,9,0.46,0,1,13.6,0.7,0
2024-10-07,Djerba,électrique,11,0.58,0,0,20.8,0.0,0
2024-10-07,Djerba,hybride,11,0.86,0,0,20.5,0.0,0
2024-10-07,Djerba,essence,15,0.81,0,0,13.0,0.0,0
2024-10-07,Djerba,diesel,8,0.87,0,1,18.1,4.0,0
2024-10-08,Tunis,électrique,33,0.39,0,1,18.8,3.1,1
2024-10-08,Tunis,hybride,36,0.94,0,0,13.8,0.0,1
2024-10-08,Tunis,essence,33,0.9,0,0,13.3,0.0,1
2024-10-08,Tunis,diesel,17,0.48,0,0,11.8,0.0,1
2024-10-08,Sfax,électrique,36,0.67,0,0,21.0,0.0,1
2024-10-08,Sfax,hybride,20,0.67,0,0,18.7,0.0,1
2024-10-08,Sfax,essence,17,0.78,0,0,19.6,0.0,1
2024-10-08,Sfax,diesel,13,0.59,0,0,16.5,0.0,1
2024-10-08,Sousse,électrique,17,0.89,0,0,16.2,0.0,0
2024-10-08,Sousse,hybride,17,0.67,0,1,15.0,6.5,0
2024-10-08,Sousse,essence,14,0.63,0,0,14.0,0.0,0
2024-10-08,Sousse,diesel,8,0.46,0,0,17.6,0.0,0
2024-10-08,Bizerte,électrique,14,0.78,0,1,11.6,0.0,0
2024-10-08,Bizerte,hybride,8,0.58,0,0,16.4,0.0,0
2024-10-08,Bizerte,essence,8,0.58,0,0,15.5,0.0,0
2024-10-08,Bizerte,diesel,7,0.54,0,0,16.1,0.0,0
2024-10-08,Djerba,électrique,14,0.62,0,0,11.9,0.0,0
2024-10-08,Djerba,hybride,3,0.79,0,1,16.9,0.9,0
2024-10-08,Djerba,essence,10,0.56,0,0,20.4,0.0,0
2024-10-08,Djerba,diesel,6,0.58,0,0,20.5,0.0,0
2024-10-09,Tunis,électrique,26,0.41,0,1,16.0,6.5,1
2024-10-09,Tunis,hybride,20,0.67,0,0,16.1,0.0,1
2024-10-09,Tunis,essence,16,0.65,0,0,21.1,0.0,1
2024-10-09,Tunis,diesel,21,0.54,0,0,14.6,0.0,1
2024-10-09,Sfax,électrique,30,0.81,0,0,18.3,0.0,1
2024-10-09,Sfax,hybride,20,0.79,0,0,17.1,0.0,1
2024-10-09,Sfax,essence,21,0.61,0,0,15.2,0.0,1
2024-10-09,Sfax,diesel,13,0.64,0,1,16.5,1.4,1
2024-10-09,Sousse,électrique,12,0.76,0,0,13.8,0.0,0
2024-10-09,Sousse,hybride,10,0.86,0,0,10.5,0.0,0
2024-10-09,Sousse,essence,7,0.66,0,0,18.4,0.0,0
2024-10-09,Sousse,diesel,8,0.75,0,0,17.9,0.0,0
2024-10-09,Bizerte,électrique,13,0.79,0,1,17.0,1.9,0
2024-10-09,Bizerte,hybride,8,0.62,0,0,15.8,0.0,0
2024-10-09,Bizerte,essence,8,0.83,0,0,14.7,0.0,0
2024-10-09,Bizerte,diesel,5,0.61,0,0,13.9,0.0,0
2024-10-09,Djerba,électrique,12,0.52,0,0,17.1,0.0,0
2024-10-09,Djerba,hybride,7,0.58,0,0,10.0,0.0,0
2024-10-09,Djerba,essence,11,0.61,0,1,14.9,2.1,0
2024-10-09,Djerba,diesel,6,0.31,0,0,15.2,0.0,0
2024-10-10,Tunis,électrique,34,0.56,0,1,14.9,1.0,1
2024-10-10,Tunis,hybride,21,0.75,0,0,19.3,0.0,1
2024-10-10,Tunis,essence,34,0.72,0,0,15.7,0.0,1
2024-10-10,Tunis,diesel,21,0.61,0,0,20.0,0.0,1
2024-10-10,Sfax,électrique,16,0.67,0,0,13.9,0.0,1
2024-10-10,Sfax,hybride,18,0.4,0,0,16.2,0.0,1
